director,avg_vote
Morten Kolstad,6.1
Wilford Leach,7.1
Lew Lehman,5.8
Henri Charr,3.7
Richard Eyre,6.6
Bob Clark,5.1
Ruggero Deodato,4.9
David Hamilton,4.7
Edwin Brown,4.3
Terry Marcel,3.8
Noel Black,5.3
Donald W. Thompson,4.8
James F. Collier,5.6
Osamu Dezaki,6.8
Elem Klimov,7.4
Jean-Luc Godard,6.5
Richard Franklin,6.5
Ramesh Behl,6
Hiroshi Shidara,6.8
Pasquale Festa Campanile,6.3
Hrishikesh Mukherjee,7.1
Carlo Vanzina,6.1
Gunnar Hellström,5.2
"Bruno Mattei, Claudio Fragasso",4.7
Costas Ferris,8.2
Philippe Mora,5.9
Richard Marquand,8.3
Sam Firstenberg,6.2
Richard Pryor,7.3
Philip Kaufman,7.8
Aki Kaurismäki,7.1
Paul Brickman,6.8
Clive Smith,6.6
Arthur Hiller,5.3
Jean-Claude Missiaen,4.8
Gilles Béhat,5.5
Euzhan Palcy,7.3
José Giovanni,6.1
Francis Ford Coppola,7.2
Charles Sturridge,5.6
Donald Shebib,6.7
Tonino Ricci,4.5
Mircea Veroiu,6.7
Charles B. Pierce,6
Balu Mahendra,8.4
K. Viswanath,8.8
Andrew V. McLaglen,5
Michele Massimo Tarantini,4.2
Carlo Vanzina,6.1
Kon Ichikawa,7.2
Kinji Fukasaku,6.5
"Koji Hashimoto, Sakyo Komatsu",4.4
Fred Olen Ray,3.9
Brian De Palma,8.3
Lina Wertmüller,5.8
Ottokar Runze,5.8
"Dshamjangijn Buntar, Konrad Petzold",6
Byron Quisenberry,2.9
"Michael Armstrong, Stanley A. Long",4.9
Rafal Zielinski,4.7
Mai Zetterling,5.5
Paul Grau,4.8
"Franco Castellano, Giuseppe Moccia",6
"Paul Donovan, Maura O'Connell",6.6
Claude Pinoteau,6.4
Karel Kachyna,6.9
Yen-Ping Chu,6.1
Alberto De Martino,5.7
"Bruno Mattei, Claudio Fragasso",3.7
Hsin-Yen Chang,6.3
Woo-Ping Yuen,7
Tso Nam Lee,7
Hark Tsui,6.6
Jacques Monnet,5.4
Mike Nichols,7.2
Sergio Corbucci,5.7
Nils Malmros,7.1
Jirí Menzel,7.7
Robert Hiltzik,6.3
Dick Lowry,3.6
Rino Di Silvestro,4
Neri Parenti,5.6
Jack Clayton,6.8
Robert Wiemer,6.3
Antonio Margheriti,5.1
Jack Hill,4.3
Carlo Vanzina,5.6
Howard R. Cohen,4.7
Lamont Johnson,5.5
William Fruet,4.5
Sean S. Cunningham,5
Bob Fosse,6.7
Peter Hyams,6.3
Luigi Magni,8
Sylvester Stallone,4.7
Marleen Gorris,6.4
Marco Ferreri,6.3
"Rick Moranis, Dave Thomas",6.7
Michael Laughlin,5.5
Robert Altman,6.5
Hal Needham,4.9
Cirio H. Santiago,4.3
Clint Eastwood,6.7
Franz Marischka,3.4
Richard Lester,5
Dieter Pröttel,4.7
Michael Ritchie,5.8
Pál Sándor,6.7
Robert Lieberman,6.1
Vadim Derbenyov,6.6
"Tom Huckabee, Kent Smith",5.5
Marco Ferreri,6.8
Alberto Sordi,6
Claude Berri,7.4
Péter Bacsó,7.4
Bruce Beresford,7.4
James L. Brooks,7.4
"Jesús Franco, Olivier Mathot",3.5
Lynne Littman,6.9
Fabrizio De Angelis,5.6
Pier Francesco Pingitore,5.8
"Matt Cimber, Joe Tornatore",4.2
William Dear,5.4
Juraj Jakubisko,7.8
David Hess,4.7
Alan Johnson,6.9
Nobuhiko Ôbayashi,6.6
Antonio Margheriti,5.5
Richard Fleischer,5.5
Dinara Asanova,7.5
John Landis,7.5
Del Rangel,3.2
Michael Tuchner,5.3
Oldrich Lipský,7.9
Barbet Schroeder,6.2
Miguel Hermoso,6
Roberto Benigni,6.6
Enzo G. Castellari,5.5
Jesús Franco,2.6
Lasse Hallström,5.2
"John Korty, Charles Swenson",6.9
Goran Paskaljevic,6
"Joe Dante, John Landis",6.5
John Herzfeld,4.8
Geoff Murphy,7
Edward Fleming,5.2
Jean-Claude Brisseau,6.8
Ted Kotcheff,6.4
Roger Spottiswoode,7
Moribi Murano,7.5
Mamoru Oshii,6.8
Ere Kokkonen,5.6
Martha Coolidge,6.4
Gleb Panfilov,7.4
Veljko Bulajic,5.9
David Cronenberg,7.2
Alain Resnais,6.2
Paul Verhoeven,7.2
Raoul Ruiz,7.3
Fernando Di Leo,4.3
François Truffaut,7.3
Jan Gruyaert,6.4
Sergey Mikaelyan,7.4
Samuel Fuller,6
Pyotr Todorovskiy,7.4
Norbert Meisel,6.1
John Badham,7.1
Mike Gray,5.8
Henri Helman,5.2
Roland Klick,6.2
Michael Winner,4.6
Marek Piestrak,5.6
Henri Safran,6.1
Penelope Spheeris,7
Stanley R. Jaffe,7.1
Teddy Robin Kwan,6.8
Bapu,7.6
Sammo Kam-Bo Hung,6.7
Chia-Liang Liu,7.4
Chun-Ku Lu,7
Harry Bromley Davenport,5.6
Ringo Lam,6.7
Peter Weir,7.1
Barbra Streisand,6.6
Raymond Lui,6
Lawrence David Foldes,4.7
Zivojin Pavlovic,6.7
Hsiao-Hsien Hou,6.6
Pupi Avati,6.2
Woody Allen,7.7
Kuen Yeung,6.5
Patrick Schulmann,6.5
Eric Tsang,6.7
Maurice Pialat,7.3
"Petter Vennerød, Svend Wam",5.3
Serge Gainsbourg,4.5
Jean Becker,7.3
Jindrich Polák,6.4
Peter Hyams,6.8
Sergio Corbucci,5.9
Carl Schenkel,6.8
Mark Sobel,3.3
Carlo Verdone,6.5
Denis Amar,5.9
W.D. Richter,6.3
Taylor Hackford,5.9
Krzysztof Gradowski,6.8
Pedro Olea,6
Mariano Ozores,5.6
Joe D'Amato,4.9
Norman J. Warren,5.2
Carl Reiner,6.7
Sergio Martino,7
Adam Brooks,5.1
Amos Poe,4.9
Milos Forman,8.3
Carlo Vanzina,5.7
J. Lee Thompson,5.5
Rick Rosenthal,6.6
Jacques Rivette,7
Alain Resnais,6.9
Robert Vincent O'Neil,5.7
Christopher Frank,5.7
Marek Kanievska,7.1
Sergio Gobbi,4.5
Roland Emmerich,4.9
Juan José Jusid,6.9
Giovanni Soldati,4.2
Dan Wolman,5.5
Neal Israel,6.3
Tim Kincaid,4
Nacer Khemir,7.1
"Dusan Kovacevic, Bozidar 'Bota' Nikolic",8.9
Daniel Petrie,6.2
Richard C. Sarafian,6.3
Stan Lathan,6.5
William Fruet,4.9
Taylor Wong,5.9
Mario Monicelli,6.5
Willard Huyck,3.8
Martin Brest,7.3
Krzysztof Kieslowski,7.5
Picha,5.6
Fred Olen Ray,3.3
Alan Parker,7.3
"Elly Kenner, Norman Thaddeus Vane",4.9
Joe D'Amato,2.3
Stanley Donen,5.8
Gene Taft,5.3
Billy Woodberry,7.5
Nico Mastorakis,4.8
"Joel Coen, Ethan Coen",7.6
Glen Coburn,4.8
Ray Cameron,5.2
Brian De Palma,6.8
Marcelo Epstein,3.8
John Derek,3
Francis Girod,6.2
Dino Risi,4.3
James Ivory,6.3
Roger Donaldson,7.1
Leos Carax,7
Joel Silberg,5.8
Sam Firstenberg,5.1
Philippe Mora,5.5
Max Pécas,5.6
Woody Allen,7.4
John Sayles,6.7
Glenn Jordan,5.7
Peter Keglevic,5.8
Bille August,7
Douglas Cheek,5.6
Cirio H. Santiago,3.9
Pat O'Connor,6.6
Aki Kaurismäki,7.1
Lorenzo Onorati,2.8
María Luisa Bemberg,6.9
"Hal Needham, Ralph Bakshi",5.1
Francesco Rosi,7.5
Giuseppe Ferrara,6.6
Bruce Bilson,5.1
Tommy Chong,4.7
Aleksandr Zakharov,5.9
Bebe Kamin,6.5
Fritz Kiersch,5.7
Alan Rudolph,6.7
Guido Pieters,7
Richard Benjamin,5.5
Richard Franklin,6.6
Vít Olmer,7
Antonio Margheriti,5.2
Bill Forsyth,6.7
Neil Jordan,6.7
Richard Fleischer,5.9
Igor Auzins,6
Luciano De Crescenzo,7.3
Francis Ford Coppola,6.5
Richard Pearce,6.7
Robert L. Rosen,6.7
Louis Malle,5.2
Ken Russell,6.4
Fernando Lopes,5.8
"Klaus Gietinger, Leo Hiemer",6
Alejandro Doria,7.3
Slobodan Sijan,8.1
James Sbardellati,4.6
Muscha,6.6
"Paul Donovan, Digby Cook",4.5
Greg Corarito,5.2
Bruno Corbucci,5.7
Ken Handler,3.7
Po-Chih Leong,6.8
Ratno Timoer,5.7
Richard Dembo,6.6
Wing-Cho Yip,6.8
Reinhard Schwabenitzky,6.7
"Dieter Hallervorden, Christian Rateuke",6.6
Wayne Wang,6.4
Hsiao-Hsien Hou,7.7
Joseph Ruben,6.3
Carlo Verdone,6
David Lynch,6.5
Federico Fellini,7.6
Steve Barron,6.5
Peter Wittman,4
Hideo Nishimaki,6.7
Marguerite Duras,6.9
Marco Bellocchio,6.2
J. Lee Thompson,6.1
Mark Buntzman,4.5
John Schlesinger,6.8
Ulu Grosbard,6.5
Gerry O'Hara,5.1
Vicente Aranda,5.8
Michael Elliot,4.8
Otar Iosseliani,7
Abel Ferrara,5.7
Andrzej Zulawski,6.5
Greydon Clark,2.2
Richard Lester,5.5
Mark L. Lester,6.1
Michael Apted,6.3
Garry Marshall,6.2
William Tannen,6.5
George Gage,4.3
Herbert Ross,6.6
Lars von Trier,6.8
Jim Sotos,3.7
Alain Corneau,6.2
Gérard Kikoïne,4.5
Alain Jessua,4.5
Myron J. Gold,2.4
Paul Leduc,6.9
Joseph Zito,6
Jin Xie,8.2
Tonino Ricci,4.7
Marco Ferreri,6.2
Sidney Lumet,6.4
Christine Pascal,5.2
François Leterrier,4.9
Marleen Gorris,6.4
Satyajit Ray,7.6
Ivan Reitman,7.8
Paul Justman,4.1
Robert Deubel,4.8
Peter Webb,5.3
"Koji Hashimoto, R.J. Kizer",6.3
Eldar Shengelaia,8.9
José Antonio de la Loma,4.9
Anthony Harvey,5.6
Randal Kleiser,5.4
Joe Dante,7.3
Hugh Hudson,6.4
Robert Houston,5.9
André Mélançon,7.6
Nardo Castillo,3.9
Jean-François Laguionie,6.8
Gakuryû Ishii,7.2
Roy Watts,5.2
Larry Peerce,4.9
Mark Griffiths,4.9
Paul Newman,5.8
Tomás Gutiérrez Alea,6.9
Wolf-Eckart Bühler,6.4
Bobby Roth,5.9
Lawrence Dane,5.3
James Bryan,3.7
Éric Rochat,3.7
Ketan Mehta,7.5
Chuck Vincent,4.2
Peter Markle,5
Tony Richardson,6
Donald Wrye,5.8
Carlo Lizzani,6.2
Hrafn Gunnlaugsson,6.7
Kaige Chen,7.1
Matt Cimber,4.6
Stewart Raffill,5.7
Fred Schepisi,6.1
Jos Stelling,7
Fabrizio De Angelis,4.4
Pupi Avati,6.6
Graham Baker,5.9
Steven Spielberg,7.6
"Larry Stewart, Peter Crane",5.8
Walter Lima Jr.,6.6
Rama Rao Tatineni,5.9
Andy Anderson,4.4
"John Florea, Gene Fowler Jr.",3.6
Enzo Barboni,7.2
Charles Shyer,5.8
Gábor Koltay,8.3
Dusan Klein,7.1
Amy Heckerling,6.6
Martha Coolidge,3.6
Yves Robert,6.1
"Ernst Ritter von Theumer, Billy Fine",4.7
Édouard Molinaro,5.9
Mikael Ekman,6.2
Clifton Ko,6.1
Ali Hatami,7.4
"Paolo Taviani, Vittorio Taviani",7.9
John G. Avildsen,7.2
"José Luis Moro, Santiago Moro",7.2
Hayao Miyazaki,8.1
Yoshimitsu Morita,7.3
Ron Maxwell,6.2
Roland Joffé,7.8
Armand Mastroianni,5.6
Frank Harris,4.3
Mika Kaurismäki,6.6
"Danièle Huillet, Jean-Marie Straub",7
Keisuke Kinoshita,6.8
Markku Onttonen,5.1
Sammo Kam-Bo Hung,7.2
Miloslav Luther,6.8
Roger Young,5.9
David Winters,5.6
Antonio Margheriti,6.1
Nick Castle,6.8
Richard Eyre,5.9
"Sergei Parajanov, Dodo Abashidze",7.4
Antonio Margheriti,4.9
Spede Pasanen,4.1
Claudio Fragasso,4.4
Dick Maas,6.2
Chia Tang,6.5
Ronny Yu,4.6
Alain Bonnot,5.7
George Roy Hill,6.1
Arthur Hiller,6.3
Bud Townsend,4.6
John Cassavetes,7.8
Rod Amateau,5.5
Vladimir Menshov,8.1
Jindrich Polák,6.9
António-Pedro Vasconcelos,6.4
Enrico Oldoini,6.2
Alexander Titus Benda,4.2
"Noboru Ishiguro, Shôji Kawamori",7.8
Dorian Walker,5.8
Dejan Sorak,7.2
Dieter Pröttel,3.3
Bo Widerberg,7
Nasir Hussain,5.7
Sammo Kam-Bo Hung,6
Michel Blanc,6.6
Andrey Konchalovskiy,6.7
Jean Beaudin,7.4
Alan Gibson,6
Glenn Jordan,6.7
Thomas A. Cohen,5.5
Uri Barbash,6.9
Ken Wiederhorn,3.7
John Eastway,4.5
Peter Ustinov,6.3
Nelson Pereira dos Santos,7.5
Knut Bohwim,6.3
André Génovès,5.9
Nanni Loy,7
Blake Edwards,6
Erik Balling,6.9
James Bridges,5.8
Jesús Franco,5.2
Joseph Zito,5.5
Jerry Schatzberg,6.1
Hynek Bocan,8.2
Saeed Akhtar Mirza,7.1
William A. Levey,3.7
Hans Scheepmaker,6.1
Henri Verneuil,6.2
Howard Avedis,5.2
Paul Mazursky,6.5
Gillian Armstrong,6.1
Frank Oz,6.9
Lucio Fulci,5.6
Charles Burnett,7.2
Paul Cox,6.7
Bryan Forbes,5.5
Annick Lanoë,5.1
Barry Levinson,7.5
Arnaud Sélignac,4.6
Simon Nuchtern,4.9
Nico Mastorakis,4.6
Atom Egoyan,6.9
Jackie Kong,4.9
"John 'Bud' Cardos, Mark Rosman",5
"John Carr, Phillip Marshak",4.2
Thom Eberhardt,6.4
Wes Craven,7.5
Michael Radford,7.1
Sam Firstenberg,5.4
Mats Helge Olsson,4.1
Jerry Schatzberg,5.5
Manuel Gutiérrez Aragón,5.5
"Roberto Benigni, Massimo Troisi",7.7
Paul Bartel,4.8
Tom Schiller,6.2
Bertrand Blier,6.6
Éric Rohmer,7.5
Predrag Antonijevic,6.9
David Beaird,6.1
Mark Story,4.7
Miklós Lente,4.4
Paul Bogart,5.5
Marisa Silver,6.5
Sergio Leone,8.4
John Duigan,6.2
"Desmond Davis, Alan Birkinshaw",5
Béla Tarr,7.3
Menahem Golan,5.8
Robert Boris,5.4
Goutam Ghose,7.5
Francisco Regueiro,6.5
Vadim Abdrashitov,7.1
Cary Medoway,5.4
Wim Wenders,8.1
Élie Chouraqui,5.3
Aparna Sen,6.6
Claude Lelouch,6.2
David Beaird,5.1
David Lean,7.3
Milan Jelic,6.5
Jovan Jovanovic,7.1
Kira Muratova,6.8
Larry Cohen,5.5
Just Jaeckin,5.3
Dario Argento,6.8
Stewart Raffill,6.1
Eloy de la Iglesia,6.3
Gérard Jugnot,5.3
Jacques Doillon,5.5
Robert Benton,7.4
Marc Paul Chinoy,6.4
Jacques Bral,6
Hugh Wilson,6.7
Stuart Rosenberg,6.7
Michael Farkas,5.8
"Gérard Loubeau, Radley Metzger",4.8
Fred Olen Ray,3.5
Herbert Ross,5.5
Sidney J. Furie,5.8
Albert Magnoli,6.6
Vijay Sadanah,6.2
Ann Hui,6.3
Philippe Galland,5.2
Sergio Corbucci,5.8
Richard Benjamin,6.7
"Franco Castellano, Giuseppe Moccia",6.8
John Byrum,6.6
Russell Mulcahy,6
James Foley,6.4
John Milius,6.4
Lyman Dayton,6.4
Wen-Chun Ma,5.3
Alex Cox,6.9
Douglas McKeown,6
Jeff Kanew,6.6
Bob Clark,3.9
Claude Zidi,7.2
Philippe Labro,5.8
Thomas Rickman,6.3
Mark Rydell,6.3
John Mark Robinson,5.3
Krzysztof Zanussi,7.1
Robert Zemeckis,6.9
Tage Danielsson,7.3
Harry Hurwitz,4.6
Ladislav Smoljak,7.8
Václav Vorlícek,6.2
Michael Crichton,5.9
Mark Griffiths,5.9
José Luis Borau,5.8
"Shûichi Hirokawa, Yoshiaki Kawajiri",6.7
Mahesh Bhatt,8.2
Michael Landon,6.5
Mario Camus,8.1
Shûji Terayama,7.3
"Danny Steinmann, Tom DeSimone",6.3
Rob Cohen,4.6
Peter F. Bringmann,5.7
Ben Verbong,6.2
Michael Winner,5.9
Rufus Butler Seder,6.3
Svetislav Prelic,7.1
Michael Anderson,5.1
Danford B. Greene,4.8
Robert Altman,7.3
Juliusz Machulski,7.7
Amando de Ossorio,3.7
José Luis Garci,6.2
Ivan Cardoso,4.6
Masahiro Shinoda,6.7
Hark Tsui,7.1
Prakash Mehra,7.4
Lamberto Bava,2.6
John Goldschmidt,5.5
John Guillermin,4.9
Tung Cho 'Joe' Cheung,6.1
Johnny Mak,7.2
Alan Bridges,6.9
Simon Nuchtern,5.1
Charles E. Sellier Jr.,5.9
Yvonne Mackay,6.6
Ho Yim,7.1
John Hughes,7.1
Tom Clegg,4.1
Steven Paul,2.6
Terry Bedford,5
Jean-Loup Hubert,5.2
Charles E. Sellier Jr.,4
Norman Jewison,7.2
Micheline Lanctôt,7
Alan Rudolph,6.3
Lina Wertmüller,5.9
Larry Cohen,5.4
Ron Howard,6.2
Domonic Paris,4
Patrice Leconte,6.5
Leonard Nimoy,6.7
John Carpenter,7
Zoran Calic,7.2
Christopher Cain,6.6
Jim Jarmusch,7.5
Matthew Chapman,5.6
Ulli Lommel,4.6
Walter Hill,6.7
Joan Freeman,5.8
"Michael Herz, Lloyd Kaufman",4.5
Jerzy Skolimowski,6
David Hamilton,5.5
Jeannot Szwarc,4.4
Randall M. Badat,5
Claude Jutra,4.3
Don Carmody,4.6
Jonathan Demme,5.9
Shinji Sômai,7.1
Marvin J. Chomsky,5.8
Gérard Depardieu,6.2
Montxo Armendáriz,7.2
Theodoros Angelopoulos,7.8
Arthur Hiller,6.1
James Cameron,8
Gil Brealey,6.7
Howard Avedis,5.1
Douglas Day Stewart,5.8
Rob Reiner,7.9
Michael Hui,6.1
"David Chung, Hark Tsui",6.2
Richard Tuggle,6.3
Thomas Travers,2.8
Tonia Marketaki,7.1
"Jim Abrahams, David Zucker",7.2
David Fisher,5
Bille August,7.4
Jean Rollin,3.8
Alberto Sordi,5.8
Rajko Grlic,7.5
Volker Schlöndorff,6.6
Bertrand Tavernier,7.7
John Huston,7
Wolfgang Petersen,7.4
Howard Zieff,6
Richard Marquand,5.8
Robert Butler,5.7
Mamoru Oshii,7.5
Girish Karnad,7
Ere Kokkonen,6.7
Goran Paskaljevic,8.6
Gérard Oury,4.8
Henri Pachard,4.4
Jacques Doillon,6.6
Vincent Ward,6.9
Claude Lelouch,6
Claude Confortès,5
Jean-Marie Pallardy,4.5
Stjepan Zaninovic,6.8
John C. Broderick,4.3
David Worth,2.6
Youssef Chahine,6.4
Lawrence Bassoff,3.9
Don Sharp,4.8
Cirio H. Santiago,4.7
Hy Averback,4
Marek Nowicki,5.8
Art Linson,6.1
Armyan Bernstein,5.8
Gene Wilder,6
Woo-Ping Yuen,6.5
Matt Cimber,4.4
Visa Mäkinen,5.2
Carlos Saura,6.3
Bille August,7.3
Leonid Menaker,6
John Carter,2.9
Hark Tsui,5.9
Dieter Pröttel,4.5
Pedro Almodóvar,7.2
Jean-Pierre Mocky,6.1
Michel Lang,4.4
Allan Edwall,6.6
Ken Harrison,6.1
João Botelho,6.2
Will Vinton,7.4
"Sergio Guerraz, Dominique Othenin-Girard",4.7
Martin Scorsese,7.7
Norman Jewison,6.6
Mukul Anand,7
Louis Malle,6
Charles Band,3.9
Ed Hunt,4.3
Henry Jaglom,5.3
Oswaldo de Oliveira,3.7
Bobby A. Suarez,2.9
Krishna Shah,4.5
John Badham,6.5
Sam Firstenberg,5.5
Nanni Loy,6.3
Andrzej Zulawski,6.3
Édouard Molinaro,5.8
Derek Jarman,6.2
Alexander Kluge,6.8
Charles E. Sellier Jr.,5
Mary McMurray,6.5
Camillo Teti,5
Alexander Ramati,6
"Gaëtan Brizzi, Paul Brizzi",6.8
"Wayne Berwick, Ted Newsom",5.4
Michael Stanley,4.2
Robert Vincent O'Neil,4.9
George Miller,5.5
Bill Norton,5.1
Robert Zemeckis,8.5
Harvey Miller,4.6
Véra Belmont,6.6
Héctor Olivera,4.1
Charles B. Pierce,2.4
Andrew Sugerman,4.3
Patrick Kelly,5.4
Bruno Barreto,6.9
Ken Kwapis,6.3
Liliana Cavani,5.5
Savage Steve Holland,7.1
Maurizio Nichetti,6.3
Bert I. Gordon,4.9
Alan Clarke,5.5
Muammer Özer,6.6
Kon Ichikawa,6.3
Agnieszka Holland,7.1
Kees Van Oostrum,5.9
"Ted Berman, Richard Rich",6.4
Douglas Hickox,6.1
Lamberto Bava,5.8
Ray Lawrence,6.8
"Mats Helge Olsson, Derek Ford",4.1
Mark G. Gilhuis,3.9
George Mihalka,3.6
Mohsen Makhmalbaf,5.9
Terry Gilliam,7.9
John Hughes,7.9
James Orr,5.6
"Eva Dahr, Eva Isaksen",6.2
Walter Hill,6.5
Franc Roddam,5.4
Marc Didden,6.6
Arthur J. Bressan Jr.,7.3
Graeme Clifford,6.1
Fernando Colomo,4.1
Georges Lautner,4.7
Ian Mune,6.9
Giuseppe Tornatore,7.2
Fabrizio De Angelis,4.8
Zoran Calic,6.5
David Green,5.4
Arna Selznick,5.7
Lewis Teague,6.3
David Oliver Pfeil,3.7
David Nutter,6.5
Stephen Gyllenhaal,5.3
Stephen Jon Lewicki,2.7
Jack Gold,7.1
Richard Attenborough,6.2
Aaron Lipstadt,2.4
Sergiu Nicolaescu,7.9
Norman Thaddeus Vane,4.8
Jonathan Lynn,7.3
Dusan Makavejev,6
Ron Howard,6.7
Jonathan Sanger,6
Andrew Davis,6.1
Gheorghe Vitanidis,7.3
Steven Spielberg,7.8
Enzo G. Castellari,5.3
Mark L. Lester,6.7
Frank Perry,5.9
Gil Bettman,5
José Luis García Sánchez,6.2
Nick Millard,1.8
Ivan Passer,6.2
William Malone,4.3
John Paizs,6.7
Sam Raimi,5.7
Leon Ichaso,6.3
Simon Wincer,6.3
Hark Tsui,6.3
Rintaro,6.9
Prakash Jha,6.9
Mike Newell,6.7
Amir Naderi,7.8
George A. Romero,7.2
Ronny Yu,3
David Blyth,4.4
Michael Winner,5.9
David Drury,6.5
Jan Erik Düring,5.8
Lamberto Bava,6.7
Donna Deitch,7
Andrea Barzini,5.2
Susan Seidelman,6
Filippo Ottoni,5.8
Cirio H. Santiago,5
Chia-Liang Liu,6.5
Freddie Francis,6.1
George Mendeluk,4.8
Meir Zarchi,3.6
Edmund Purdom,4.5
Jaime Humberto Hermosillo,6.8
Pieter Verhoeff,6.9
Gavin Millar,6.8
Pierre B. Reinhard,5
Bay Okan,7
Mario Monicelli,6.7
"David Allen, Charles Band",4.5
Marion Hänsel,6.2
Anthony B. Richmond,5.2
Jean-Luc Godard,5.9
Claude Miller,6.9
Péter Tímár,7.6
Sigi Rothemund,5.3
Peter Yates,7
Philippe Garrel,6.9
István Bujtor,7.1
"Pierre Falardeau, Julien Poulin",7.1
John Boorman,6.9
Joe D'Amato,5.2
Wolfgang Petersen,6.9
Jean-Charles Tacchella,6.4
Enzo G. Castellari,4.6
Alejandro Doria,8.1
Mardi Rustam,3.5
Joe Dante,6.6
Miguel Picazo,6.1
Robert Mandel,6.7
Mario Andreacchio,6
György Szomjas,6.6
Hans Alfredson,6.3
Sidney Poitier,5.8
Michele Massimo Tarantini,5.1
Pupi Avati,7.1
Richard Brooks,4.1
Paul Verhoeven,6.7
Carlos Tobalina,4
Michael Ritchie,6.9
Robert Altman,6.1
Anthony Page,6.6
Wolfgang Büld,4.6
Salvatore Samperi,5.1
Dino Risi,5.8
James Frawley,5.3
Rainer Simon,7.1
Danny Steinmann,4.8
Tom Holland,7.1
Sammo Kam-Bo Hung,6.5
Ronald W. Moore,4
Prayag Raj,6.1
Cheech Marin,4.8
Luca Bercovici,4.2
J.P. Dutta,7.2
Frank D. Gilroy,7
"Gisaburô Sugii, Arlen Tarlofsky",7.1
Alan Metter,6
Mircea Daneliuc,7.2
Amos Kollek,5.1
Richard Donner,7.8
Charles Gormley,5.8
Jeff Kanew,6.2
Jürgen Brauer,6.5
Bruno Zincone,4.2
Allan Holzman,5
"David Lai, Taylor Wong",6
Robert Clouse,4.4
Rino Di Silvestro,4.9
Krishna Shah,4.4
Arthur Joffé,4.9
Kent Cheng,6.9
Michael Dinner,7
Cary Medoway,6.4
Kenneth Hartford,3.9
Pierre De Moro,5
Karl Maka,5.9
Luigi Cozzi,4
Bernard Deyriès,7
Wes Craven,3.8
Mitsuo Yanagimachi,7
Luis Puenzo,7.7
Rick Sloane,2.3
John Frankenheimer,5.7
Alexandre Arcady,6.6
Pierre Granier-Deferre,5.2
Lung Wei Wang,6.9
Jaime de Armiñán,6.4
Suzana Amaral,7.3
Richard Casey,3.9
William Sachs,4.2
Jim Sotos,4.8
John Robins,3.9
Dennis C. Lewiston,4.5
Philippe Mora,3.6
Jacques Rivette,6.5
Anja Breien,4.2
"Stanislav Rostotskiy, Knut Andersen",7
Dimitri Frenkel Frank,6.4
Mani Ratnam,6.2
W.J. Parolini,2.9
Helmer von Lützelburg,6.5
Ruggero Deodato,5.7
Nicolas Roeg,6.6
John Landis,6.5
Joseph Zito,5.5
Marc Didden,6.4
Richard Marquand,6.5
Srdjan Karanovic,7.2
Vít Olmer,6.9
Michael Pearce,6
Károly Makk,5.6
Jean-Luc Godard,6.6
Lewis Teague,6.2
Ricky Lau,7.4
"Jackie Chan, Chi-Hwa Chen",7.6
Adriano Celentano,4.9
Roland Emmerich,4.9
Sibte Hassan Rizvi,5.7
Ted Kotcheff,6.5
Jeremy Kagan,7.1
Jim Hanley,4.4
Lisa Gottlieb,6.5
Clifton Ko,5.8
Barnet Kellman,4.6
Vidhu Vinod Chopra,7.5
Michael Verhoeven,4.2
J. Lee Thompson,5.3
Hector Babenco,7.4
Ere Kokkonen,4.8
Antonio Margheriti,5.1
Edward Fleming,5.9
Michael Schultz,6.5
Richard Donner,7
Michael Schultz,6.9
Haskell Wexler,6.1
Ridley Scott,6.5
Matthew Robbins,6.7
"Jerzy Domaradzki, Janusz Morgenstern",5.3
Dan Wolman,4.6
Chris Bernard,6.6
Jean Yanne,4.5
Tobe Hooper,6.2
Jerzy Skolimowski,6.2
Alan Sharp,5.2
Bigas Luna,5.6
Rafal Zielinski,4.3
Jim Wynorski,4.6
Shinji Sômai,6.6
Paul Bartel,6.5
Ettore Scola,6.5
"George Miller, George Ogilvie",6.3
Gus Van Sant,6.6
David Wechter,4.9
Andy Sidaris,4.7
Fernando Fernán Gómez,6.5
Stan Dragoti,5.7
Jesús Franco,4.5
Manmohan Desai,6.2
Philippe Galland,4.5
Roger Donaldson,6.7
Gheorghe Vitanidis,7.3
Peter Bogdanovich,7.2
Arne Mattsson,4.7
Michele Massimo Tarantini,5.1
Glenn R. Wilder,4.6
Curtis Harrington,3.7
Jean Beaudin,6.4
Paul Aaron,5.4
Phillip Borsos,6.1
Jacek Koprowicz,6.5
Nanni Moretti,7.2
Sergio Martino,5.4
Bruno Corbucci,6.3
"Ji-shun Duan, Jun'ya Satô",6.4
Tinto Brass,5
Ketan Mehta,7.7
Mel Damski,6.6
Paul Schrader,8
Lasse Hallström,7.6
Paul Morrissey,6
Jacques Rouffio,4.5
Andrei Yermash,5.5
Mike Hodges,4.5
William Asher,4.3
Neal Israel,5.8
Gaylene Preston,5.5
Roy Battersby,6.4
Claude Whatham,5.5
Martin Ritt,7
Bharathiraja,7.6
Sandy Wilson,6.4
Roger L. Simon,5.6
Jonathan R. Betuel,6.1
Doris Dörrie,6.6
Ferenc András,6.5
Amy Heckerling,6.2
Tor M. Tørstad,6.9
Paul Morrissey,5.6
Romesh Sharma,7.7
Sean S. Cunningham,6.1
Drew Denbaum,5.9
Jack Sholder,5.5
Mihailo Vukobratovic,7.3
Emmett Alston,3.8
"Yeong-cheol Choi, Chun Bang Yang",4.6
