,title,year,genre,duration,country,language,director,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,votecat,director_avg
1205,Multiple Sarcasms,2010,Drama,97,USA,English,Brooks Branch,4.9,621,2500000,29731,29731,35,13,18,Middle,4.9
1206,Il mondo dei replicanti,2009,"Action, Sci-Fi, Thriller",89,USA,English,Jonathan Mostow,6.3,167372,80000000,38577772,122444772,45,273,274,Middle,5.816666666666667
1207,27 volte in bianco,2008,"Comedy, Romance",111,USA,English,Anne Fletcher,6.1,151643,30000000,76808654,162655351,47,173,180,Middle,6.116666666666667
1208,In Search of a Midnight Kiss,2007,"Comedy, Romance",90,USA,English,Alex Holdridge,7.2,7871,25000,172605,1294176,64,48,87,High,6.6
1209,Dear John,2010,"Drama, Romance, War",108,USA,English,Lasse Hallström,6.3,136257,25000000,80014842,114984666,43,230,166,Middle,6.660869565217391
1210,Straw Dogs,2011,"Action, Drama, Thriller",110,USA,English,Rod Lurie,5.8,32371,25000000,10324441,11168712,45,151,195,Middle,6.671428571428572
1211,Sex and the City,2008,"Comedy, Drama, Romance",145,USA,English,Michael Patrick King,5.6,114468,65000000,152647258,418765321,53,495,232,Middle,5.05
1212,Megamind,2010,"Animation, Action, Comedy",95,USA,English,Tom McGrath,7.2,222974,130000000,148415853,321885765,63,260,237,High,6.75
1213,Witless Protection,2008,"Comedy, Crime",99,USA,English,Charles Robert Carner,3.3,5980,7500000,4161625,4161625,17,24,36,Low,4.3
1214,The Young Messiah,2016,"Drama, Fantasy",111,USA,English,Cyrus Nowrasteh,5.6,3104,18500000,6490401,7330338,33,40,39,Middle,6.8
1215,Il giorno sbagliato,2020,"Action, Thriller",90,USA,English,Derrick Borte,6.2,4720,33000000,9025406,21025406,40,159,119,Middle,6.15
1216,Open Road - La strada per ricominciare,2009,"Comedy, Drama",90,USA,English,Michael Meredith,5.4,3358,10000000,19716,19716,47,12,21,Middle,5.45
1217,Zack & Miri - Amore a... primo sesso,2008,"Comedy, Romance",101,USA,English,Kevin Smith,6.5,170770,24000000,31457946,42784344,56,262,250,Middle,6.4
1218,Milk,2008,"Biography, Drama",128,USA,English,Gus Van Sant,7.5,162475,20000000,31841299,54589558,84,311,333,High,6.594117647058823
1219,Dylan Dog - Il film,2010,"Action, Comedy, Crime",108,USA,English,Kevin Munroe,5.1,14499,20000000,1186538,5782515,31,76,140,Middle,5.65
1220,The Sisterhood of Night,2014,"Drama, Mystery, Thriller",104,USA,English,Caryn Waechter,6.2,1984,1000000,6870,6870,60,22,24,Middle,4.5
1221,Fame - Saranno Famosi,2009,"Comedy, Drama, Musical",107,USA,English,Kevin Tancharoen,5.1,15830,18000000,22455510,77211836,39,82,134,Middle,5.1
1222,The Runaways,2010,"Biography, Drama, Music",106,USA,English,Floria Sigismondi,6.5,45724,10000000,3573673,4681651,65,140,257,Middle,5.15
1223,Yonkers Joe,2008,"Comedy, Crime, Thriller",101,USA,English,Robert Celestino,6.4,784,5000000,8286,8286,48,23,36,Middle,5.633333333333333
1224,Never Back Down - Mai arrendersi,2008,"Action, Drama, Sport",113,USA,English,Jeff Wadlow,6.6,94632,20000000,24850922,41627431,39,190,140,Middle,5.816666666666666
1225,Soffocare,2008,"Comedy, Drama",92,USA,English,Clark Gregg,6.4,31248,3000000,2926565,3982459,47,81,152,Middle,6.25
1226,The People I've Slept With,2012,Comedy,89,USA,English,Quentin Lee,4.8,671,3000000,19137,19137,45,6,21,Middle,5.16
1227,Wall Street - Il denaro non dorme mai,2010,Drama,133,USA,English,Oliver Stone,6.2,96951,70000000,52474616,134748021,59,260,302,Middle,6.7700000000000005
1228,Swing Vote - Un uomo da 300 milioni di voti,2008,"Comedy, Drama",120,USA,English,Joshua Michael Stern,6.1,17457,21000000,16289867,17635397,47,84,131,Middle,6.2
1229,Un anno da ricordare,2010,"Biography, Drama, Family",123,USA,English,Randall Wallace,7.2,26028,35000000,59713955,60321861,61,144,166,High,6.675
1230,Love N' Dancing,2009,"Drama, Romance",91,USA,English,Robert Iscove,5.4,1695,10000000,47812,73848,43,18,8,Middle,4.859999999999999
1231,The Rocker - Il batterista nudo,2008,"Comedy, Music",102,USA,English,Peter Cattaneo,6.2,36404,15000000,6409528,8808935,53,113,128,Middle,6.5
1232,Paradiso amaro,2011,"Comedy, Drama",115,USA,English,Alexander Payne,7.3,230101,20000000,82584160,177243185,84,492,561,High,7.014285714285714
1233,Gamer,2009,"Action, Sci-Fi, Thriller",95,USA,English,"Mark Neveldine, Brian Taylor",5.8,128732,50000000,20534907,40828540,27,264,187,Middle,5.8
1234,The Mighty Macs,2009,"Drama, Sport",99,USA,English,Tim Chambers,6.5,1407,7000000,1891936,1891936,49,16,33,Middle,6.5
1235,Codice Genesi,2010,"Action, Adventure, Drama",118,USA,English,"Albert Hughes, Allen Hughes",6.9,288327,80000000,94835059,157107755,53,656,326,High,7.025
1236,Legion,2010,"Action, Fantasy, Horror",100,USA,English,Scott Stewart,5.2,97780,26000000,40168080,67918658,32,371,230,Middle,5.733333333333333
1237,Harold,2008,Comedy,90,USA,English,T. Sean Shannon,5.5,1846,3500000,13229,13229,10,6,16,Middle,5.5
1238,Ricatto d'amore,2009,"Comedy, Drama, Romance",108,USA,English,Anne Fletcher,6.7,289455,40000000,163958031,317375031,48,330,234,High,6.116666666666667
1239,Cadillac Records,2008,"Biography, Drama, Music",109,USA,English,Darnell Martin,7.0,19765,12000000,8195551,8883644,65,101,84,High,6.65
1240,The Haunting of Molly Hartley,2008,"Drama, Horror, Thriller",82,USA,English,Mickey Liddell,3.9,9315,5000000,13559812,15418749,28,129,75,Middle,3.9
1241,Il lato positivo - Silver Linings Playbook,2012,"Comedy, Drama, Romance",122,USA,English,David O. Russell,7.7,651122,21000000,132092958,236412453,81,850,473,High,6.666666666666668
1242,Anno uno,2009,Comedy,97,USA,English,Harold Ramis,4.9,90686,60000000,43337279,62357900,34,247,173,Middle,6.263636363636365
1243,La ragazza del mio migliore amico,2008,"Comedy, Romance",101,USA,English,Howard Deutch,5.9,42133,20000000,19219250,41624687,34,108,78,Middle,6.433333333333334
1244,Parental Guidance,2012,"Comedy, Family",105,USA,English,Andy Fickman,6.0,24582,25000000,77267296,119772232,36,124,140,Middle,5.614285714285714
1245,Up,2009,"Animation, Adventure, Comedy",96,USA,English,"Pete Docter, Bob Peterson",8.2,911402,175000000,293004164,735099082,88,905,420,High,8.2
1246,Tre all'improvviso,2010,"Comedy, Drama, Romance",114,USA,English,Greg Berlanti,6.5,120408,38000000,53374681,105734416,39,116,147,Middle,7.05
1247,Il primo dei bugiardi,2009,"Comedy, Fantasy, Romance",100,USA,English,"Ricky Gervais, Matthew Robinson",6.4,122986,18500000,18451251,32406507,58,376,199,Middle,6.4
1248,A Christmas Carol,2009,"Animation, Drama, Family",96,USA,English,Robert Zemeckis,6.8,98606,200000000,137855863,325286646,55,278,254,High,7.166666666666667
1249,Adult World,2013,"Comedy, Drama",97,USA,English,Scott Coffey,6.1,16617,4000000,25368,37887,61,50,42,Middle,5.85
1250,Footloose,2011,"Comedy, Drama, Music",113,USA,English,Craig Brewer,5.9,45665,24000000,51802742,63543328,58,151,161,Middle,6.839999999999999
1251,3ciento - Chi l'ha duro... la vince!,2008,Comedy,87,USA,English,"Jason Friedberg, Aaron Seltzer",2.8,100614,30000000,38233676,85897593,9,428,113,Low,3.114285714285714
1252,Corsa a Witch Mountain,2009,"Action, Adventure, Family",98,USA,English,Andy Fickman,5.7,54752,65000000,67172594,106387141,52,127,172,Middle,5.614285714285714
1253,Jonah Hex,2010,"Action, Drama, Fantasy",81,USA,English,Jimmy Hayward,4.7,54639,47000000,10547117,10903312,33,216,190,Middle,5.25
1254,La custode di mia sorella,2009,"Drama, Family",109,USA,English,Nick Cassavetes,7.4,88220,30000000,49200230,95714875,51,209,147,High,6.642857142857143
1255,Happiness Runs,2010,Drama,88,USA,English,Adam Sherman,5.0,615,1200000,7199,7199,24,12,17,Middle,4.25
1256,L'era glaciale 3 - L'alba dei dinosauri,2009,"Animation, Adventure, Comedy",94,USA,English,"Carlos Saldanha, Mike Thurmeier",6.9,218699,90000000,196573705,886686817,50,151,182,High,6.9
1257,The Belko Experiment: Chi sopravviverà?,2016,"Horror, Thriller",89,USA,English,Greg McLean,6.1,42528,5000000,10166820,11084630,44,212,194,Middle,5.95
1258,Fired Up! - Ragazzi pon pon,2009,"Comedy, Sport",90,USA,English,Will Gluck,6.1,41679,20000000,17231291,18599102,31,69,88,Middle,6.3
1259,Insieme per forza,2014,"Comedy, Romance",117,USA,English,Frank Coraci,6.5,115899,40000000,46294610,127994610,31,252,178,Middle,5.8999999999999995
1260,Trucker,2008,Drama,90,USA,English,James Mottern,6.6,3084,2000000,52429,52429,61,24,46,Middle,5.699999999999999
1261,Una squadra molto speciale,2008,"Biography, Comedy, Drama",94,USA,English,Fred Durst,5.4,3826,23000000,11537046,11767866,52,23,42,Middle,5.3999999999999995
1262,La concessionaria più pazza d'America,2009,Comedy,89,USA,English,Neal Brennan,5.8,20547,10000000,15122676,15300885,39,78,81,Middle,5.8
1263,Explicit Ills,2008,"Drama, Romance",87,USA,English,Mark Webber,5.7,712,1500000,28564,28564,54,6,18,Middle,5.7250000000000005
1264,Twilight,2008,"Drama, Fantasy, Romance",122,USA,English,Catherine Hardwicke,5.2,417077,37000000,193962473,408430415,56,1660,359,Middle,6.1499999999999995
1265,Killers,2010,"Action, Comedy, Romance",100,USA,English,Robert Luketic,5.5,85853,75000000,47059963,98159963,21,137,144,Middle,5.925000000000001
1266,Fix,2008,Drama,93,USA,English,Tao Ruspoli,6.2,854,500000,9890,9890,31,9,14,Middle,6.2
1267,Tron: Legacy,2010,"Action, Adventure, Sci-Fi",125,USA,English,Joseph Kosinski,6.8,309135,170000000,172062763,400062763,49,747,487,High,7.133333333333333
1268,Dirty Girl,2010,"Comedy, Drama",90,USA,English,Abe Sylvia,6.4,10239,4000000,55125,143485,37,43,66,Middle,6.4
1269,Hannah Montana: The Movie,2009,"Comedy, Drama, Family",102,USA,English,Peter Chelsom,4.5,38996,30000000,79576189,155545279,47,159,136,Middle,6.277777777777778
1270,Il superpoliziotto del supermercato,2009,"Action, Comedy, Crime",91,USA,English,Steve Carr,5.2,101068,26000000,146336178,183348429,39,244,168,Middle,5.183333333333333
1271,Blue Valentine,2010,"Drama, Romance",112,USA,English,Derek Cianfrance,7.4,180772,1000000,9706328,15440333,81,357,401,High,7.3
1272,Crank: High Voltage,2009,"Action, Thriller",96,USA,English,"Mark Neveldine, Brian Taylor",6.2,138411,20000000,13684249,34572541,41,243,159,Middle,5.8
1273,Rosencrantz and Guildenstern Are Undead,2009,Comedy,89,USA,English,Jordan Galland,5.0,734,600000,71007,71007,45,12,20,Middle,5.266666666666667
1274,Le idi di marzo,2011,"Drama, Thriller",101,USA,English,George Clooney,7.1,212573,12500000,40962534,76338111,67,304,439,High,6.55
1275,Free State of Jones,2016,"Action, Biography, Drama",139,USA,English,Gary Ross,6.9,49898,50000000,20810036,25035950,53,163,182,High,7.0200000000000005
1276,La partita dell'amore,2009,"Comedy, Romance",105,USA,English,Marc Fienberg,6.4,2584,1100000,659483,659483,35,23,17,Middle,6.4
1277,Burlesque,2010,"Drama, Music, Musical",119,USA,English,Steve Antin,6.4,76855,55000000,39440655,89519773,47,256,194,Middle,6.4
1278,Motel Woodstock,2009,"Biography, Comedy, Drama",120,USA,English,Ang Lee,6.7,28045,30000000,7460204,9975737,55,77,210,High,7.1071428571428585
1279,Radio Free Albemuth,2010,"Drama, Sci-Fi",111,USA,English,John Alan Simon,5.6,1557,3600000,9365,9365,35,51,27,Middle,5.6
1280,Fireproof,2008,"Drama, Fantasy, Romance",122,USA,English,Alex Kendrick,6.5,20939,500000,33456317,33473297,28,245,51,Middle,6.6499999999999995
1281,Lanterna Verde,2011,"Action, Adventure, Sci-Fi",114,USA,English,Martin Campbell,5.5,263315,200000000,116601172,219851172,39,650,442,Middle,6.269230769230769
1282,Medicine for Melancholy,2008,"Drama, Romance",88,USA,English,Barry Jenkins,6.7,1977,13000,111551,111551,63,20,49,High,7.066666666666667
1283,Sex Movie in 4D,2008,"Comedy, Romance",109,USA,English,Sean Anders,6.5,82666,19000000,8402485,18755936,49,107,103,Middle,6.257142857142857
1284,Stolen - Rapiti,2009,"Crime, Drama, Mystery",91,USA,English,Anders Anderson,6.1,5306,2000000,7943,7943,34,36,28,Middle,6.1
1285,Laureata... e adesso?,2009,"Comedy, Romance",88,USA,English,Vicky Jenson,5.3,13567,15000000,6380019,6414729,35,59,98,Middle,5.3
1286,Frankenweenie,2012,"Animation, Comedy, Family",87,USA,English,Tim Burton,6.9,95469,39000000,35291068,81491068,74,196,389,High,6.966666666666667
1287,La dura verità,2009,"Comedy, Romance",96,USA,English,Robert Luketic,6.4,200721,38000000,88915214,321682600,28,196,173,Middle,5.925000000000001
1288,Peter and Vandy,2009,"Drama, Romance",95,USA,English,Jay DiPietro,6.3,1437,500000,11495,11495,44,14,23,Middle,6.3
1289,The Final Destination 3D,2009,"Horror, Thriller",82,USA,English,David R. Ellis,5.2,95087,40000000,66477700,186167139,30,321,226,Middle,5.342857142857143
1290,"Lovely, Still",2008,"Drama, Romance",92,USA,English,Nicholas Fackler,7.1,2092,5000000,127564,282687,57,22,26,High,7.1
1291,Tanner Hall - Storia di un'amicizia,2009,"Drama, Romance",96,USA,English,"Francesca Gregorini, Tatiana von Fürstenberg",5.8,3299,3000000,5073,5073,40,15,21,Middle,5.8
1292,Beastly,2011,"Drama, Fantasy, Romance",86,USA,English,Daniel Barnz,5.6,74806,17000000,27865571,43202283,40,144,138,Middle,6.133333333333333
1293,Wendy and Lucy,2008,Drama,80,USA,English,Kelly Reichardt,7.1,16061,200000,865695,1192995,80,125,190,High,6.6375
1294,Ballast,2008,Drama,96,USA,English,Lance Hammer,6.9,2202,700000,77556,81864,84,21,67,High,6.9
1295,Dance Flick,2009,"Action, Comedy, Music",83,USA,English,Damien Dante Wayans,3.5,11607,25000000,25662155,31439140,40,58,84,Middle,3.5
1296,"I Love You, Man",2009,"Comedy, Romance",105,USA,English,John Hamburg,7.0,191738,40000000,71440011,91980359,70,235,227,High,6.2749999999999995
1297,Benvenuti a Zombieland,2009,"Adventure, Comedy, Fantasy",88,USA,English,Ruben Fleischer,7.6,510818,23600000,75590286,102392080,73,720,486,High,6.76
1298,12 Rounds,2009,"Action, Crime, Thriller",108,USA,English,Renny Harlin,5.6,26953,22000000,12234694,17280326,38,119,117,Middle,5.685714285714285
1299,Gentlemen Broncos,2009,"Adventure, Comedy, Sci-Fi",89,USA,English,Jared Hess,6.2,10778,10000000,113682,118492,28,66,105,Middle,6.0200000000000005
1300,L'amore in valigia,2013,"Comedy, Romance",96,USA,English,David E. Talbert,5.1,8653,8500000,21569509,22871096,34,47,54,Middle,5.35
1301,Demolition: Amare e vivere,2015,"Action, Comedy, Drama",101,USA,English,Jean-Marc Vallée,7.0,86390,10000000,1978592,4366460,49,165,230,High,6.7555555555555555
1302,Whip It,2009,"Drama, Sport",111,USA,English,Drew Barrymore,6.9,63203,15000000,13043363,16691303,68,130,197,High,6.9
1303,The Company Men,2010,Drama,104,USA,English,John Wells,6.7,43078,15000000,4441272,8087000,69,141,161,High,6.833333333333333
1304,The House of the Devil,2009,Horror,95,USA,English,Ti West,6.4,39801,900000,101215,101215,73,268,257,Middle,5.385714285714286
1305,City Island,2009,"Comedy, Drama",104,USA,English,Raymond De Felitta,7.4,30318,6000000,6671036,7878856,66,109,147,High,6.3999999999999995
1306,A spasso nel bosco,2015,"Adventure, Biography, Comedy",104,USA,English,Ken Kwapis,6.3,24099,8000000,29504281,37461274,51,165,169,Middle,5.972727272727272
1307,Nightmare,2010,"Crime, Drama, Horror",95,USA,English,Samuel Bayer,5.2,90863,35000000,63075011,115694863,35,747,182,Middle,5.2
1308,Paranormal Activity,2007,"Horror, Mystery, Thriller",86,USA,English,Oren Peli,6.3,217252,15000,107918810,193355800,68,1267,303,Middle,5.25
1309,10 Cloverfield Lane,2016,"Action, Drama, Horror",103,USA,English,Dan Trachtenberg,7.2,283194,15000000,72082998,110216998,76,751,521,High,7.2
1310,Hollywood - Un sogno a luci rosse,2009,"Comedy, Romance",96,USA,English,Julie Davis,5.3,2365,1500000,6783,6783,30,27,26,Middle,5.5
1311,Star Wars: The Clone Wars,2008,"Animation, Action, Adventure",98,USA,English,Dave Filoni,5.9,55692,8500000,35161554,68282844,35,266,218,Middle,5.9
1312,The Lincoln Lawyer,2011,"Crime, Drama, Thriller",118,USA,English,Brad Furman,7.3,209759,40000000,58009200,86752352,63,261,284,High,6.4
1313,Black Dynamite,2009,"Action, Comedy",84,USA,English,Scott Sanders,7.4,45081,2900000,242578,296557,65,107,175,High,6.7
1314,An American Carol,2008,"Comedy, Fantasy",83,USA,English,David Zucker,4.1,9318,20000000,7013191,7013191,20,215,46,Middle,5.771428571428571
1315,Rango,2011,"Animation, Adventure, Comedy",107,USA,English,Gore Verbinski,7.2,231174,135000000,123477607,245724603,75,404,378,High,6.860000000000001
1316,Tra le nuvole,2009,"Comedy, Drama, Romance",109,USA,English,Jason Reitman,7.4,314279,25000000,83823381,166842739,83,523,413,High,6.9125000000000005
1317,Step Up 3D,2010,"Drama, Music, Romance",107,USA,English,Jon M. Chu,6.2,55115,30000000,42400223,159291809,45,89,144,Middle,6.32
1318,Giustizia privata,2009,"Action, Crime, Drama",109,USA,English,F. Gary Gray,7.4,266764,50000000,73357727,127944208,34,562,229,High,6.7700000000000005
1319,Observe and Report,2009,"Comedy, Crime, Drama",86,USA,English,Jody Hill,5.8,60305,18000000,24007324,26973554,54,274,197,Middle,5.866666666666667
1320,Obsessed - Passione fatale,2009,"Drama, Romance, Thriller",108,USA,English,Steve Shill,5.0,28997,20000000,68261644,73830347,25,181,108,Middle,5.0
1321,Funny People,2009,"Comedy, Drama",146,USA,English,Judd Apatow,6.3,113065,75000000,51855045,71585235,60,335,237,Middle,6.633333333333334
1322,I Muppet,2011,"Adventure, Comedy, Family",120,USA,English,James Bobin,7.1,86116,45000000,88631237,165184237,75,258,406,High,6.449999999999999
1323,Last Vegas,2013,"Comedy, Drama",105,USA,English,Jon Turteltaub,6.6,126219,28000000,63914167,134409025,48,201,229,Middle,6.007692307692308
1324,Ouija,2014,"Horror, Mystery, Thriller",89,USA,English,Stiles White,4.5,46883,5000000,50856010,103687316,38,201,205,Middle,4.5
1325,Blood Done Sign My Name,2010,Drama,128,USA,English,Jeb Stuart,6.6,515,10000000,109383,109383,49,3,20,Middle,6.5
1326,Brooklyn's Finest,2009,"Action, Crime, Drama",132,USA,English,Antoine Fuqua,6.7,60245,17000000,27163593,45719985,43,156,168,High,6.766666666666667
1327,L'arte di vincere,2011,"Biography, Drama, Sport",133,USA,English,Bennett Miller,7.6,354575,50000000,75605492,110206216,87,417,442,High,7.3
1328,Doctor Strange,2016,"Action, Adventure, Fantasy",115,USA,English,Scott Derrickson,7.5,578675,165000000,232641920,677718395,72,961,584,High,6.540000000000001
1329,Middle of Nowhere,2012,Drama,97,USA,English,Ava DuVernay,6.3,1517,200000,236806,236806,75,15,37,Middle,6.0
1330,"Piacere, sono un po' incinta",2010,"Comedy, Romance",104,USA,English,Alan Poul,5.4,47803,35000000,37490007,77477008,34,105,149,Middle,5.4
1331,Lawless,2012,"Crime, Drama",116,USA,English,John Hillcoat,7.3,224295,26000000,37400127,55404207,58,326,364,High,6.783333333333332
1332,Disaster Movie,2008,Comedy,87,USA,English,"Jason Friedberg, Aaron Seltzer",1.9,86219,20000000,14190901,34816824,15,427,105,Low,3.114285714285714
1333,Solo per vendetta,2011,"Action, Crime, Drama",105,USA,English,Roger Donaldson,6.2,44195,17000000,411746,14089528,38,118,128,Middle,6.511764705882352
1334,Motherhood - Il bello di essere mamma,2009,"Comedy, Drama",90,USA,English,Katherine Dieckmann,4.6,4322,5000000,93388,726936,34,26,42,Middle,5.9
1335,Henry's Crime,2010,"Comedy, Crime, Drama",108,USA,English,Malcolm Venville,6.0,18788,12000000,102541,2169799,49,65,67,Middle,5.9
1336,Il signore dello zoo,2011,"Comedy, Family, Fantasy",102,USA,English,Frank Coraci,5.2,56076,80000000,80360843,169852759,30,137,182,Middle,5.8999999999999995
1337,Extract,2009,"Comedy, Crime, Romance",92,USA,English,Mike Judge,6.1,44212,8000000,10823158,10848783,61,120,191,Middle,6.8
1338,In viaggio con una rock star,2010,"Comedy, Music",109,USA,English,Nicholas Stoller,6.4,168032,40000000,60974475,91720255,65,224,215,Middle,6.340000000000001
1339,Gli ostacoli del cuore,2009,"Drama, Romance",99,USA,English,Shana Feste,6.6,8509,6000000,114766,1344544,45,54,63,Middle,6.3999999999999995
